wss.1004f30be305f33d28a1548e344f0e2e	111.97104\,84.16881\,0.0
wss.c138e2879f315fd684042c9557e7f2cb	97.69052\,236.85284\,97.70294
wss.c13ce3bd7153ea262388b9322a31a5	14.425108\,2.8614922\,22.176563
wss.c154e48d36e44c179e8f28fdc2cf9ec9	40.431713\,59.139366\,22.474762
wss.c1625796497bfceaa3e9c423232171a1	88.553955\,96.56506\,70.59331
wss.c166c0dda01b1c4134cb950f19acd83e	88.096596\,129.40465\,88.28911
wss.c1689929d2d53f5b6dfd1a7a1f93221b	85.39645\,64.10585\,27.68887
wss.c169eeaab21d3664aa669fbe8e7a7c4d	103.7861\,74.46804\,2.3454514
wss.c16a25ec2d387414503adffe35460705	93.74807\,97.65424\,93.74807
wss.c170cc6fc5ff20ce1f5d7cf1f3f408d4	38.7551\,60.18338\,38.7551
wss.c17513a78e456d6336ef822ea6cd56cd	9638.222\,3458.0574\,9327.207
wss.c17873ebacc5476e1ee2b36e795b09b7	15.460613\,4.617685\,13.994964
wss.c179b4234e00c6d2ba58668e02b0b051	10.579468\,24.290955\,2.4689274
wss.c18e807ff9858a51fb016d9401ff3e29	45.678257\,73.908226\,45.678257
wss.c1945548247a3b3bd1ca7d901a14ac37	256.35358\,230.95457\,46.2788
wss.c195fc63cf5961c1561dce3fe08634b7	19.213074\,24.446255\,0.4762497
wss.c19963eec8f2851c526e373e8623ccb7	132.52954\,98.217026\,6.9480896
wss.c19b0d30187ee94522e0fb8c95dacb30	41.209038\,21.907059\,33.708153
wss.c19c6178ed0f6f9da989559b7c93527c	63.947975\,47.65544\,39.507103
wss.c1a44efab8a2616c44a16a1c9776e2ce	3.0714436\,10.889042\,32.94291
wss.c1a4bdd0dfb055786a3cb6b55d10fc8d	40.83606\,94.338394\,40.837303
wss.c1a69135a8a865ca8411f337c418cad	107.30481\,63.153114\,55.531982
wss.c1a6d89cab59abe48f5635ac8b18fdb9	40.876778\,166.11568\,41.223175
wss.c1b4fd223d132bbc33bc62a4659665b8	27.686222\,67.90473\,34.895966
wss.c1be306179c6f218375779903ff27da1	146.87978\,57.761555\,146.87979
wss.c1c99a0e1311a88b38bac5d77f0f65a	142.85844\,95.91924\,41.318825
wss.c1c9b576a64f47247b6fd5468f603b31	194.3824\,109.87813\,144.37347
wss.c1dc95be7cfe4990cb402f5e5d97264b	31.75\,43.815\,10.16
wss.c1dcefb2613afebfebe4b9fb2707d260	98.67214\,87.99136\,98.15715
wss.c1e216f1b14703d4b800086effd818c	212.3628\,268.43146\,224.84259
wss.c1e9332ab2e47fcc9977f83d67d415bd	117.69315\,93.16463\,5.529208
wss.c1f6eee3eb00e113ce57808a340ca8e	8.305291\,19.878422\,7.662859
wss.c1f8c7964f8d4a3ca821a9df9523f811	371.1575\,153.82315\,609.5047
wss.c20409a88bc98bc8ad5067eac75a07f7	136.65785\,39.740177\,37.752064
wss.c211f82e84eb62bb776f01d35517da23	21.023315\,51.939537\,26.964703
wss.c218e3593279f8502ea98d69e91ba870	111.806885\,157.11426\,67.230286
wss.c219e12ac07204ce78fe949fc1419876	103.76266\,72.392334\,1.7344971
wss.c21a2155b9eaf443371bbdceb8e7f90b	90.06359\,50.408714\,35.846207
wss.c21d8f5641be31a285cac25b72167160	43.37846\,64.034966\,60.42006
wss.c220a072c1c8f693a8fbed72a016a551	350.09076\,205.68742\,334.8698
wss.c2220851bf50eda931ecc34700496180	80.75012\,113.911476\,80.79767
wss.c227d03fbea989c6ef93db01ab079fcc	31.07377\,82.86339\,63.183334
wss.c22bfd8e574c7f00deb32f2a0570a59e	42.572144\,24.953594\,17.729996
wss.c22d177a994f375e13b26514934fe9c4	19.868237\,1.5491351\,1.5491351
wss.c22d4adcb4de79a31fbe30eaf1b26a6a	495.61798\,495.57202\,495.60608
wss.c233bd44815828b08bd5065c89cb7063	76.619545\,139.5537\,75.04253
wss.c23e4c92ad430a4980d6227ff9b21190	107.49991\,170.82057\,58.664803
wss.c24783f8dae6f779f11c3739edd52fa3	45.164665\,85.72616\,27.388485
wss.c257e38f51bb660447de0ecdff019da9	65.58651\,69.92561\,23.851845
wss.c2651a2a6814f5afb5d6b300975c337	73.26697\,146.58278\,32.563095
wss.c2817372ece2a8c4b746bebe89abd6b4	9.302962\,9.303009\,0.50430095
wss.c2884eed47300891697f9662a764c78	9.444089\,24.706627\,4.086097
wss.c289d993151a8192bf35e8d230770a1e	267.37277\,139.39622\,41.986225
wss.c28ae120a2d2829e50e9662c8e47fff	179.4481\,82.24705\,52.33903
wss.c28fd4436e28e61cc341afa383659322	183.50021\,65.81209\,174.7846
wss.c2925e9fb9d6125d10fbfd499a09a517	48.93822\,2.3623812\,48.938038
wss.c294fbb74defe9ea58bc52a3cb9ad93d	12.58187\,8.062439\,1.3028817
wss.c29682940165845a7c81e315a70337ac	5852.16\,2048.5803\,1809.3689
wss.c29c56fe616c0986e7e684d25d4dcaf0	221.38078\,65.27671\,86.092186
wss.c29ceb4f2711534d9cbae40750f203a6	24.683477\,39.89487\,24.68348
wss.c29d12f4b7ca01818b14db3b83de9ff	58.844955\,201.65204\,39.546528
wss.c29ff2cbafdcf988bd5b0af7009d604c	9.320541\,24.870886\,1.6238765
wss.c2a24f0c613613ab5a354e9c4c05993b	1955.6908\,1932.051\,7500.0103
wss.c2a5bada7eabb88cb2d2900ee0ae7e0	12.507403\,15.0752125\,2.0671177
wss.c2ac91973d449b18738e43095496b061	134.79607\,103.871414\,63.67195
wss.c2ad96f56ec726d270a43c2d978e502e	65.81637\,109.76004\,63.107323
wss.c2ae894d7910fe75604d284ec4e757cc	31.549522\,67.82322\,31.606377
wss.c2b17fe72407951be79841e81c83266a	38.100002\,102.869995\,2.540001
wss.c2b216339c3aebbad9da4cb1317a56e7	126.91729\,136.7992\,82.96739
wss.c2b65540d51fada22bfa21768064df9c	203.17488\,104.894104\,226.92271
wss.c2b73966ca4024ef38b28f94c165f833	28.753223\,42.407795\,8.820822
wss.c2b7e1c03e4d1b66e3ab1da615bb278	199.54\,80.69992\,131.94995
wss.c2bd95766b5cade2621a1668752723db	28.596743\,39.740505\,28.596743
wss.c2bdb22813683d8efd53700213e7632d	9.468166\,1.6798366\,2.7488236
wss.c2c3a07a3e77307fad5067eac75a07f7	138.0579\,35.952583\,36.431953
wss.c2c4c288a7156652f4eefa83fb709ec6	78.37386\,158.92049\,9.975167
wss.c2c4f86abbf038e5af3fff96383de017	20.128674\,1.6102829\,1.61029
wss.c2c9ca31c0f1126ffe5c8ffd0f5eba47	43.63678\,53.109406\,43.635803
wss.c2ca3416907bd3d4f1783a44a88d6274	66.04\,106.9975\,106.68
wss.c2cac30ed2d7a0dc5283741301b91746	318366.94\,142057.06\,354777.72
wss.c2cf2cf35d08662945c5fa74440a4519	29.835754\,14.144899\,32.038673
wss.c2e218695727cb2c2d1ce1b6caf847d4	97.09631\,91.4702\,90.771545
wss.c2ef69ab3f5156915c4b5ceb301dfcc3	118.02084\,162.95134\,29.239513
wss.c2f4666c8f51e4084465423f9447321	76.16571\,80.11033\,20.302246
wss.c2f594f29b86cb8fcad6a699dd685278	86.1225\,127.72422\,90.13569
wss.c2f5dc0849a448c717dde73764bd6548	45.72013\,43.057926\,40.02946
wss.c2fb849cd5f364a77e1261ffee51bf48	180.78719\,223.5884\,180.7866
wss.c2fe949fe3d1f813ffb066b0f815c573	243.84\,259.24255\,611.6
wss.c30697fdfafb72ec65a958985090332e	157.64806\,69.16154\,40.98841
wss.c30bfed890080d17d4d8765e3910f617	47.38765\,71.70488\,47.387543
wss.c3134ae6fd6691d7db039d8689a74349	65.93284\,80.25159\,50.61511
wss.c313946af426bcc7368b14e48c164a6e	97.63123\,63.11054\,97.630775
wss.c316443737330629ff4bf5889ecc03a5	16.40707\,25.913301\,11.197277
wss.c318cb8f0d3df8dba3e9c423232171a1	72.89019\,69.14523\,109.79671
wss.c31a6b10d3b8ee7d389421194dc7394	9.416046\,1.7656555\,6.099823
wss.c3203228d4ed4621e4773d7a183337d9	45.13324\,29.35173\,30.51378
wss.c327ecb06425d4ec88e7662971dc736f	3474.72\,3453.7903\,6004.56
wss.c3281ec2d23523e1c40386bdd72f9a0	594.6922\,651.61487\,820.42004
wss.c32dc92e660bf12b7b6fd5468f603b31	184.55156\,124.90765\,104.98212
wss.c32efd36e61ef82813048bc4381266fe	269.50967\,125.77118\,65.03285
wss.c3310719718a5935fcb8d8c6d4df8143	86.89551\,36.87433\,48.334373
wss.c333ef64577c11249bd38e2ba1c936b4	1.0000005\,18.81251\,37.333427
wss.c339231d8110cbdfe3f7a74e12a274ef	197.11354\,105.52153\,231.9231
wss.c33ab47f610b64e6ccab809eba079ca0	177.76282\,88.18701\,48.259823
wss.c340c651cede72c457ba044c28858b1	5.930603\,29.850826\,1.5638126
wss.c346cf8bf70fabc9e615a342a5da23b6	11.059204\,24.036163\,2.8676777
wss.c3495b0e5585e05e3feb6c36ad94bd6c	43.37538\,33.275806\,33.367275
wss.c34a1187b6842c97f677220a1c9508e3	9.821211\,9.821211\,9.821211
wss.c34ab9023b4d12b8b49ae6eb1612b7b9	54.963413\,12.624214\,29.63063
wss.c35990badac37b256c09970ea0def16f	107.966255\,61.882584\,107.83002
wss.c35d15c98b4e4949e200d32f99a8574f	6307.633\,10743.136\,6392.126
wss.c35d287217403cf3236641942dd4b3c	166.72156\,129.67232\,37.049232
wss.c367178115b987bdab20a48b288568ae	23.756388\,37.144596\,14.982428
wss.c36914936d252b46eb7810ba4b700cd9	1462.5992\,1100.5007\,477.79932
wss.c36966119b500162c095b28b76313ec2	60.122505\,1.6507151\,60.122513
wss.c36b1c0c76713ab5123bea2e703d6eab	19.921658\,25.75833\,21.465275
wss.c370fc3ed9ce9502c6fe248999e40915	4.8999896\,0.10000005\,3.3527331
wss.c37487ecead5576661f288e1df973e6c	17.507454\,2.2209113\,99.269844
wss.c3755418f2df9369e7e684d25d4dcaf0	145.94727\,149.59595\,46.70308
wss.c377cffe09ca11a57b6fd5468f603b31	68.84745\,83.46728\,68.837524
wss.c37af66e148ea326bafe6fce42718565	45.077682\,30.850506\,32.707523
wss.c37cf34a74a2b08f4b7d8a6c7e77a3db	39.99992\,114.90909\,159.99992
wss.c3811f0efe954321b02f4f3913a7bfd6	57.05894\,173.50583\,65.79242
wss.c3814bd41e0273f621001e6372ea21bf	10.684693\,3.600065\,23.692102
wss.c382be46c8ab7815d333084c1357713e	8.6648245\,35.774994\,9.091464
wss.c38b02dfe34a26d0d6f05f55d4d695b0	26.351944\,28.541567\,8.038264
wss.c38b5b904fa8c7278af30108ea9ccb6c	128.54388\,67.38997\,5.096176
wss.c39657b19417a5165194b1845116f6e1	148.56563\,169.57501\,483.09622
wss.c399ed276ed35cb9a6ce08f0d82ba063	222.80168\,110.56112\,136.42238
wss.c39b166456cbc5d846074d408a0a7828	55.27626\,0.69420356\,3.7487051
wss.c3a2c0615904b1fc53299faf9b6fbcb4	87.36453\,157.88234\,24.83833
wss.c3a4c0139cbe53507810fb143767556	36.904552\,25.580801\,45.1887
wss.c3b0911fcc40f49bcc4cd6c58bd35c0c	273.53055\,204.70004\,56.426964
wss.c3b80b0fb5e91cd36b9fd5bcb0435bc2	197.48457\,0.49627453\,132.35667
wss.c3d3b9e2d097202a3f8f528a267748f	45.370304\,28.91441\,34.7502
wss.c3d49a37e124b466442018b57960c7d8	1438.5453\,1165.5044\,1431.1243
wss.c3e248c5f88e72e9ea65c47b660136e7	215.06093\,71.16668\,96.78015
wss.c3f1944d562738f7daaccab222ac90bc	41.184296\,5.6926827\,9.026703
wss.c4041ee8cd9f1960985620cba44cf716	53.27233\,1.6695986\,7.6324434
wss.c40c0001176913ad966682ff0be3efee	23.782917\,17.970154\,6.230367
wss.c413e1b31896c5753413a73da306e093	223.40497\,228.17276\,237.02722
wss.c423fae01d1524d9388a3b2bafcebb0f	17.287552\,28.288723\,0.8172297
wss.c42613c1dd4dc524374eb4f2d2373ac0	13.803513\,24.688381\,1.8199949
wss.c4261ddf352ddd90be389dfb5b61d320	264.52832\,157.55803\,12.151842
wss.c42f5c8425c592889977f83d67d415bd	123.711136\,75.94038\,4.418255
wss.c42f6a60d43119f81f6a5b0146bf3030	65.32305\,104.40011\,62.2449
wss.c433268235383c71dafe9a54168ee57a	130.0607\,145.923\,130.0607
wss.c43ece1db613216145ee3ea35088c062	121.43841\,245.39601\,71.96989
wss.c444d4f782c68dc9140cbb818dee6c	8.970465\,11.936705\,8.970471
wss.c44d36107dfd83daad9c63e869569890	79.05391\,180.27246\,79.05391
wss.c45633a0a85fb4d0631c3671ad15929d	60.27472\,68.34723\,60.27472
wss.c45a6447cc8b8c17716c439e724594ce	27.215227\,171.30598\,29.635147
wss.c45adc49499e0349e6f1d318533cf829	0.4999995\,6.997547\,6.997452
wss.c46b7177eaa62060ad9100b80a82b6fa	25.803532\,105.806816\,19.439617
wss.c47041766d1547d3b63876954ebd1d62	72.12864\,9.096248\,50.95237
wss.c4729e522fd3d750def51fa1c8b9ff22	21.225557\,31.28805\,21.225557
wss.c47347fe34186104ce1c87046f7725cd	124.01282\,146.85258\,120.08722
wss.c47f71319ead4eb8a4fb72f4f3b0e317	64.04908\,94.72212\,68.052414
wss.c4831d6727c96432dfea477dab909c6d	13.969999\,13.335\,17.779999
wss.c484d712f9e5f7eddeb8736b6b7dc5f5	21.60254\,1.8342285\,3.9853516
wss.c49013cf27f0ed4e2c528d33bca1ac2	38.409542\,126.852356\,112.16753
wss.c490945c032f5ca0fc0035da39bd5e1	129.54001\,83.40232\,80.00995
wss.c491d8bc77f4fb1ca4c322790a683350	17.261108\,24.410822\,17.261597
wss.c4973c524137b7337649cce35db393a1	109.79995\,100.2001\,37.400078
wss.c49a84d7b0f5e75fa0e305364736d936	21.03257\,82.82748\,22.79721
wss.c49e476c1cfb9124b554ad4a156f6b68	95.586365\,115.26591\,78.70394
wss.c4b4330a8f40672de80ce30fd323e552	17.744015\,17.744022\,17.84741
wss.c4b6118364666562eba48c111b1850fd	549.3817\,20.000011\,534.1679
wss.c4c598c29a542a5f150539b40d03634f	77.5226\,95.30637\,104.55337
wss.c4cb5bcb1a9399ae504721639e19f609	50.71004\,43.892845\,24.602718
wss.c4cb6693ee1f34d03f7f3ed2c3c690fe	90.2568\,69.203995\,0.24573112
wss.c4d76ad65741ed1cdf16e78e07c53dc6	38.382584\,9.663583\,104.410706
wss.c4d7b332aae55cc9c6a43f75a208580a	714.6077\,1340.6246\,737.2861
wss.c4db56dc131ce904cf004563556ddb36	141.30005\,23.675821\,71.3
wss.c4ddd727563d7d3d48b2db1df0c3b14d	96.04379\,182.48322\,58.860474
wss.c4f85e38ffecb15f911f654cccc102ed	553.847\,486.2107\,400.00018
wss.c4f9249def12870a2b3e9b6eb52d35df	101.66421\,91.56501\,114.38684
wss.c50449bababeba2932ed69b0246200e3	171.02303\,271.83258\,180.00014
wss.c508182852c9a85844608b3255ca1886	48.953285\,2.1034625\,48.95328
wss.c51b79493419eccdc1584fff35347dc6	23.763832\,18.822342\,17.646072
wss.c524846427bcc255d523e782c57ab45	43.824425\,55.9931\,5.3942885
wss.c52531bfe9fcb17a87586c1eb104adc8	38.787315\,59.8663\,38.787323
wss.c527f1e7ae2c7b8a4f7482420c2e91df	93.39661\,98.32546\,93.39661
wss.c528887fc9e3bee5e523f60434adc08	23.96043\,41.001453\,6.1245246
wss.c529ba877e27e5b88e4d312c028dea04	59.99987\,17.944855\,50.399925
wss.c52af321a31d28a2e95e8a5faf311c2	31.963257\,67.74661\,31.998035
wss.c531f955f46b17f9c7075a453b9c7f95	75.105774\,178.4604\,64.9352
wss.c53285d2d1adb003e54ceb2b3b0cb84a	322.00012\,86.000084\,234.02214
wss.c534e117a4fcebf67843fb4efdc19510	288.03564\,78.00016\,154.07935
wss.c5380b779c689a919201f2703b45dd7	219.01811\,86.930336\,87.681
wss.c53b764706d3ea0c903ed64490279b2a	14.845832\,10.778764\,13.585834
wss.c53ec0141303c1eb4508add1163b4513	279.4798\,93.70839\,111.10856
wss.c5490b86016347fe100838e33d84aed2	1182.9999\,124.00001\,422.9989
wss.c54d3a5a9c8a655e46407779dbd69b2d	19.350817\,75.42952\,41.95615
wss.c552c2e36d17fc0d5addb4c0a57bab99	28.863928\,21.880928\,13.062592
wss.c55cd55a8c4d28a1ac51268fdb437a9e	195.60728\,155.71922\,121.96738
wss.c55dc24c7d7e0d1ec3e8c31db303ef20	101.06932\,81.754585\,101.06932
wss.c56c3442ee0ff89fe9ac4eb2a9a9bbcd	27.737976\,61.19328\,28.832726
wss.c58503f06f74d956b82b51cc96807776	13999.997\,12000.002\,39999.918
wss.c586c25a121326bcd621f96e518e01fd	120.1039\,156.36934\,111.75608
wss.c58b04ebb038758ba866d377a1785e37	36.21326\,30.881435\,74.548874
wss.c58d1c25553a224ad9d271f9da38313c	23.006289\,75.80055\,17.828987
wss.c59440ee1e2e1433f15777656316b8aa	16.2936\,30.325434\,19.016026
wss.c5a2a99964f0e9bc2de3e55c01c9fbfc	269.11273\,368.05063\,188.3263
wss.c5a2f2b387962f95efa86b03d795ce7f	38.996197\,35.266094\,38.996197
wss.c5ae5f33747b0810e2b24d5cb1e4e616	22.993164\,30.357876\,14.386108
wss.c5afaadb73323de9645a86b04c64b372	60.678215\,98.2001\,66.11885
wss.c5b5fefe11d3d9d28524f7821d57684c	25.585575\,39.977337\,6.3963914
wss.c5b6259812704f11e3ebe8b18779c486	111.386024\,149.88264\,110.54001
wss.c5b7e21b70a915bc44221bef0fa3c36b	49.39152\,142.00063\,101.87001
wss.c5bd78aea45863b0b4c4babf6598aa6f	128.57153\,46.753273\,58.44152
wss.c5c0f63f94ddf4c258d149fbd24761c4	97.82979\,79.7089\,36.114
wss.c5c33a6e11eaeb79c6d06c0b59a164f1	78.46699\,107.74951\,74.91747
wss.c5cc69189373b73c4aa009184b3a1b04	2432.2788\,771.652\,1863.0853
wss.c5d14b600ba28289ef2d91f96fdec842	15.44351\,6.1247277\,13.423796
wss.c5d49f41924ce872b7a97a3c2b004475	45.859623\,77.8357\,38.3623
wss.c5dc717515a315993326bf113b3f606f	31.071045\,3.535431\,39.744873
wss.c5de389b7b4c8c5751ac064681b2f1b6	2980.9163\,2320.7222\,1551.0151
wss.c5e031ff136c73c54d6196b671312533	215.47531\,180.46057\,158.91306
wss.c5e425b9b1f4f42b6d7d15cb5e1928e	10.094228\,35.125793\,10.095669
wss.c5e5a501d396c777faa1eaf488f2666a	121.92\,89.2556\,105.58576
wss.c5eb3234b73037562825656dc457df78	9.593021\,35.405315\,9.593021
wss.c5ef709f86bd5ea025efd53a6c94338d	40.000168\,85.000084\,62.308487
wss.c5f76c9a4137a3563862b05b9038dcc	69.59375\,88.9\,64.134766
wss.c5fc6c1e0d446d37acce1c6e70b58979	133.94946\,62.806145\,66.97473
wss.c6020b13a01e3bf885f7a3de54751f1b	455.13522\,233.0704\,155.448
wss.c6073d6621528aae6bcafde47dd01b9d	7117.4863\,1920.0012\,6799.986
wss.c609f4ec72f6094b322ed2ef5fc90e25	280.89496\,110.034645\,147.58888
wss.c6140b1685f4af353ec63ba95b65e3e0	25.880615\,50.58664\,56.06432
wss.c61fb2d0f5e3daa5edd4171cd40b3feb	20.320759\,52.832623\,20.320759
wss.c6216e84903c2e4db603938f5182f029	14.093109\,20.426641\,14.093193
wss.c623f0ada61f5ae1d1a518d507c8a60c	401.90344\,81.32376\,434.66382
wss.c6240441f9be5ad171fa3942fdf21d0b	11.218766\,4.429101\,11.218782
wss.c628e08d90856d8175047675df2d5300	24.269724\,32.150192\,14.760121
wss.c63171cdc8eaedd23a63a352b1ae090d	6.5933833\,29.513239\,3.7676475
wss.c631cfa80a9bb0b0504721639e19f609	88.472626\,95.07701\,72.381805
wss.c635e648e27a4ab72af4a543d1c0d71c	160.59972\,66.818085\,215.2225
wss.c637b5e2387eec7421aff7e1274fec72	53.351585\,46.16603\,38.569576
wss.c63be185c95d3b47cbfb0f16220f1ab	92.34684\,56.368587\,21.38523
wss.c63f26966ef88f097adce296218fe478	31.493002\,13.591738\,22.376616
wss.c644689138389daa749ddac355b8e63d	189.88773\,52.629955\,147.83495
wss.c645e2afae062e02821748ea571c3299	243.37424\,93.97926\,189.60297
wss.c6575b4c39a341c698d5fc0473d00a1c	130.87479\,77.51811\,60.403893
wss.c657c17fc2ceb81e41f333ca01b8bfac	61.50174\,101.54883\,60.17653
wss.c65b30c8ec2833692d56866e214da3cf	60.48877\,50.27779\,43.71982
wss.c65b6ae6f4edd7435836c728d324152	45.70993\,65.13623\,17.14112
wss.c6706e8a2b4efef5133db57650fae9d9	102.11809\,44.1448\,96.45225
wss.c67780ee1bba00bb647b426013ef999b	21.760468\,30.01491\,19.673508
wss.c6785b28d7034f10354ab1decf4fe605	25.4\,29.145737\,25.4
wss.c67e15388e68db2c21d25a6a55757584	78.340744\,106.99707\,78.218544
wss.c67edab7a3776239628a4f7596c23419	191.0469\,61.856323\,106.57602
wss.c680be5b4715de9cde3e0c162cb2b41b	45.530933\,1.9171999\,16.803694
wss.c6849766ab97c737df6cfab91d65bb91	59.756294\,34.187634\,18.920181
wss.c68de337e8058d876c3d68c21e39d9c0	10.884983\,24.140947\,2.6210153
wss.c69331775d28c82d810b14a81e12eca	274.32\,186.055\,24.13
wss.c69ce34e38f6218b2f809039658ca52	212.67133\,94.555626\,80.73128
wss.c6a53b628582ebf711b6ed247d7b327b	232.88885\,71.01627\,122.581665
wss.c6ab2cd997ef7387af81f84c1d08b8a2	40.043545\,19.213886\,38.852726
wss.c6b291c802020785b785a4ac4a0dbd73	20.71822\,12.292426\,19.17009
wss.c6b6ecfd4d5d752a265d1076b4b6c5c	46.419426\,46.419426\,46.419426
wss.c6cdcb980eb2d2c9ad454aeb3f25cca	109.94287\,193.73315\,68.45581
wss.c6d5033560b6424a7d1b264ceeb294ae	52.000397\,1.0000005\,50.754517
wss.c6da30c8f89e026ef596359fd962957b	56.316414\,79.36277\,54.830536
wss.c6e2eef8bba17061e587374bb9e30b3	83.470535\,153.04063\,163.16484
wss.c6e30f76334e5872822a33e080d0e71c	93.55926\,98.01436\,93.55916
wss.c6e7d84f94432ee8a5fe332f68302aa9	43.397324\,103.78465\,102.56878
wss.c6eb14b84c71ca51fc0eec552e9b147b	10.703001\,5.602326\,10.814329
wss.c6edcd43d0d6e3a31e44b635c3d74c0b	31.770073\,34.645405\,16.14902
wss.c6f11a477453c271bd35d2f9083d24d	13.175043\,8.427585\,26.523922
wss.c6f6349d6b62f58460ddc468fe733ed1	25.297745\,16.304337\,19.761963
wss.c6fa7cd09d414deef531ac1a731c91b9	105.33174\,35.45256\,10.854462
wss.c6fbcd07ca96c97ed217db332f4745ff	4205.239\,2478.6152\,10641.645
wss.c6fd613a4583b17311fc2b865c2a185b	215.38058\,2.3746872\,215.3809
wss.c7185c6e5dd741e139b7c00cb61e68ec	74.51222\,57.19683\,30.603306
wss.c71ebfd7f57eca5ed95da5c100825ea6	152.72742\,153.63124\,150.72208
wss.c72d7a8962ceac91ee02685004190b9	6.7241364\,27.772688\,25.862816
wss.c73fa4a77de30fd89b75b6346baf0c12	5662.993\,3700.998\,559.61523
wss.c74593e8a97ce3cc378b1c2b7c1f68f7	160.44608\,245.31258\,171.57614
wss.c74633913246731998d5fc0473d00a1c	114.124275\,114.49575\,71.99048
wss.c74d7b5680f15cc6c5367504f1d1235	333.99985\,586.22186\,444.28156
wss.c74dbde6656efb4eb4248d66f92b2feb	21.81124\,44.485176\,60.102043
wss.c7598386166c22658588857a1ddefeb6	93.22661\,49.754913\,31.594862
wss.c764e7f423ea0b0251dd279724dd0c	20.836132\,70.1474\,16.69373
wss.c765291b2884a4a43de387c934c4f89d	24.242805\,38.541412\,24.24281
wss.c76add9451236ff190f95382f0ffdfb5	29.148602\,46.092854\,8.347906
wss.c76bd2ca9885233868b6f6e95b14adb4	166.96442\,244.14378\,166.96448
wss.c7717e12fedf1d08b8bb879323effff	5.499989\,7.778166\,7.778166
wss.c77fe4610332345ff9e8f5c0bd9fa979	325.37756\,418.61993\,324.73596
wss.c790504bf3be653dcaeedf6b101df8f6	154.99487\,44.576443\,49.074997
wss.c79da9bcb5c6f6a5a544d74fd0364407	52.3356\,8.286685\,52.15462
wss.c7a70db33a8c900dab5b523beb03efcd	49.324043\,23.724907\,36.298553
wss.c7a99991ddc26427c22cdcb8852569c6	33.143494\,25.889442\,47.84958
wss.c7aadb7ac29ac778aaae3d020f5ddf8	43.65109\,164.81352\,43.65109
wss.c7ab551c69d449e17f42f6c9f9e08b68	68.600136\,79.73076\,33.16176
wss.c7ab660e1fde9bb48ce2930380f4c6e7	136.55614\,101.93291\,164.16313
wss.c7ab99406687c9352d7a27ffaafaaddb	77.605064\,78.225975\,73.10501
wss.c7aca9181183872f35836c728d324152	85.28644\,94.12471\,85.28598
wss.c7b03148c3d5d9116472e1baad62210c	151.99995\,45.99991\,58.999886
wss.c7b08ff4c687b3ce98d5fc0473d00a1c	46.409355\,106.569084\,52.038475
wss.c7b1ef1734e61b364904d89e9169817b	32.071262\,9.929865\,27.062796
wss.c7b5fb5edb5739df4df89a240e14cbf5	87.22365\,43.935036\,134.75006
wss.c7bc89e0c883179f40b93c3cc1e6d1cb	95.25\,143.6629\,96.0247
wss.c7c15b7d23fdfd98808760409d52a60d	27.048615\,60.492302\,47.27587
wss.c7c301edab36671265b77a565916c7f	45.74162\,164.03297\,44.36545
wss.c7c46fd26b992a68399d7a32e765770f	10.960968\,24.033813\,3.2208579
wss.c7c85d488c446f4ef3e6849120d48a9a	28.396688\,23.091019\,36.561485
wss.c7e89ae2db15c0f71360172b4b6205b1	73.49062\,49.164776\,55.80311
wss.c7f0ae947de9e7a2c5dbd5d062424ae8	8.97421\,26.946552\,15.932133
wss.c7f65fc62983698dcb2a965e75be701c	44.961796\,74.73827\,45.006153
wss.c7f8d39c406fee941050b055aafa6fb8	19.77182\,20.44744\,26.28524
wss.c7f991b1a9bfcff0fe1e2f026632da15	19.098904\,24.139921\,3.5966754
wss.c7fef6ae7f7f91814a0be3d856af9ad	8.569137\,24.607954\,2.5237074
wss.c7ff85bd52094be23b3c62e734718219	400.99994\,470.99982\,419.00092
wss.c802792f388650428341191174307890	12.507107\,15.221231\,11.543751
wss.c804bc67b0fc37db5554764d7c3c0e03	35.865555\,14.077041\,36.407234
wss.c8143cdeef854217ef6ac413431bcfc6	112.72969\,87.91197\,187.8096
wss.c8166f63964058199947cf98084faa8	74.8552\,99.83844\,71.52058
wss.c8185d31f0f0301bfc04f6ca38adeabb	1980.9436\,717.11566\,1980.9562
wss.c818c83d01cce0f3c0e0ecdd92a2f7c	996.7062\,519.5741\,977.1964
wss.c81c83740348b252d909824e324b2b32	172.79935\,83.61258\,69.67715
wss.c83073e02e70410a35836c728d324152	15.449524\,104.2449\,15.449447
wss.c8309234b360aa2c747803756378b292	44.42212\,28.251858\,36.47734
wss.c83886bc0160e5f7db67544177fcb9	62.385647\,36.358902\,62.38572
wss.c83e87f46caa9061d140d28f7b29c8d2	64.9155\,90.48699\,71.755
wss.c840d9dff65a24253cbb9b2355ce3eb8	5.3345923\,12.319716\,6.159858
wss.c8440e1075b1b44522de187cba227ff8	34.270996\,22.99449\,38.407043
wss.c84559921d4a58fb38335f8e257bd639	39.023315\,24.329613\,39.02234
wss.c848f6c34a9397b1cbfa3367f0ce2447	64.38486\,75.140495\,127.40999
wss.c8514249904fe135832c28b79f2acdbe	396.11096\,228.45319\,96.939606
wss.c85e97bef85ed729496eff1a816f248d	57.34953\,85.66231\,57.34953
wss.c86465f9bbae08b81a45715c707f2aef	283.79532\,53.723705\,141.37364
wss.c8691c86e110318ef2bc9da1ba799c60	25.055326\,41.577766\,10.3895235
