wss.1004f30be305f33d28a1548e344f0e2e	0.015031646
wss.e90b251f9f026ab36b354c7301136f53	0.041718974
wss.e90c14b54575ccf3f2eb216c4ba4a595	0.013672074
wss.e90d611a334c531735836c728d324152	0.04837091
wss.e910358b01d07ea63a2cb4bebc0035b7	*
wss.e913c488befe5bea89e08a687ee72988	0.021982764
wss.e9150ed4676f9be08d1fe8cdc415f4c5	0.020104533
wss.e916f0aa99e67f908449e0b8dd14796b	0.038415731
wss.e91c2df09de0d4b1ed4d676215f46734	0.031320348
wss.e91da0c5c59ec4c8cb2a965e75be701c	0.017162629
wss.e920fdd98836ff64ca972daa503b3095	0.035704992
wss.e921edb69575d401981d1e4c0200b53	0.026666795
wss.e9257e2b07b6dcaec8e443327bcf33db	0.030915587
wss.e936176764be83d029426a0f57e4d15e	0.032724133
wss.e93bfd4e2ad33947ffd2cc6e9a8c64d5	0.02143684
wss.e9434dbb0c95dea6c72ae378512f15e4	0.019417343
wss.e947c54d356f6f6896c2a6f860fe0051	0.022582465
wss.e94c453523b1dabda4669f677ccd56a9	0.01752158
wss.e955b63a4bd738857178717457aa5d20	0.028707111
wss.e9588c1d3d890c4fae29bc118c70aa10	*
wss.e95a0f472138026feabad247a05ad956	0.025721826
wss.e95cdc472bc1c06eb29a0c6251df0453	0.052490013
wss.e9618fc24f59c47424f030789cba1c9f	0.062557674
wss.e963ffa0699ae9e45e244aa0433fda37	0.018598655
wss.e96ba735808ad4e1fcc7e1700cd4d89f	*
wss.e96e0f3375e5f601bd54aff0ec2d4573	0.030400015
wss.e97b941f8031d686eacbb6daa7f55b72	*
wss.e984fd7e97c2be347eaeab1f0c9120b7	8.21e-07
wss.e988616cef1ff2c1ae0ce6dc216e7ff7	3.80e-04
wss.e989e345c8187fbe1d1c903567753493	0.025650643
wss.e98fb70883ae03ac47c5cff5b3f3db98	*
wss.e996b1c2f8ddaa38e0f8c268b468ef1b	*
wss.e998ce3f7fe95710f830773ab5adee28	0.031728466
wss.e9a1325245afff7c405d9b5bb7b18be5	0.031322078
wss.e9a1dcd815de9a224465423f9447321	0.027391595
wss.e9adeeceafb03e47bca2517807e5432f	0.003656987
wss.e9ae2826a56f6cc8e3bc44bb1006d615	0.021809987
wss.e9ae735489858c237453d00e9516ddc3	*
wss.e9bd4ee553eb35c1d5ccc40b510e4bd	0.009660866
wss.e9c15756a9c5c9d5188705959b3fcb07	0.05118901
wss.e9c8c5114766752b9f956af49b33edf3	0.063555872
wss.e9c99b6af129c22cf91663a74ccd2338	0.034050074
wss.e9ca5a93caaf71d135836c728d324152	0.017039207
wss.e9d279069ffec13c5c8e7963449f8577	*
wss.e9d6a366a92a61d979c851829c339535	0.023240054
wss.e9e224bc0a0787d8320f10afdfbaa18	0.027561273
wss.e9e28a11f71337fc201115f39f20d1ff	0.001187353
wss.e9e2ffc13f5ea66ef1783a44a88d6274	0.029230558
wss.e9e3f04bce3933a2c62986712894256b	0.022666946
wss.e9e8f839c77a03498307335ef66226a6	0.025419659
wss.e9ea626471943765771af8cddf21d192	*
wss.e9eee2338b0acbde9cf2b4ea0c9f9afd	0.044734328
wss.e9f575a666fc26aeeb6dfb094ca5145	5.06e-04
wss.e9f6c53454e068cb2ff65fa033da81db	0.012609568
wss.e9f8402e343e1a11aa797c9330cfa689	*
wss.ea0218ba52061b7f1ad06733bac4b72f	0.010985061
wss.ea12953c6c898b381e823ba7e5c7c926	*
wss.ea16fa0056bfc1e5b8bfe10a5d2812f9	*
wss.ea172d20a1a975a507c7db13ddf387	0.024157928
wss.ea1b4378dd6f136a321a48bbf0ac9edd	0.02701075
wss.ea1ea4593acab4d36a047293eefdd617	0.018618403
wss.ea1eec6774c299628542f96306060db4	0.030184622
wss.ea22b2ee1d2ce8ad3b0021c2c13df1a	0.074998635
wss.ea2e0985345d9a5c8e142abefa333989	*
wss.ea33ad442b032208d778b73d04298f62	0.044822295
wss.ea3723766e96331ff91663a74ccd2338	0.023215359
wss.ea3807911b86d7e7b53aed25092632f	0.040225657
wss.ea3ab47bb903e83c39d46a6a75d7ce8f	0.031655553
wss.ea3abd5f59e85fc11fc2b865c2a185b	0.021255403
wss.ea3f0120b6f589536a22687e5084fa71	0.035418039
wss.ea4173d8167cdef3ecf7be335f60bee1	0.087848029
wss.ea436524c8bcb012f8fb5d8f24f6a28c	*
wss.ea469a288c684e5df0c50b09a9d0cc65	0.016603858
wss.ea4b33d425d8535047efcaa87d68903f	0.019913636
wss.ea4f68d79ffc35282f51470ff4930192	0.029655992
wss.ea524ff4654292df504072f7020dc797	0.024779527
wss.ea55ebec0d5a10aa146fa8a09fad6c38	0.039498486
wss.ea5f7c0058b29171a07adf211fc9c0d3	0.023558921
wss.ea639b05ed2b72c77ae9d7a2f1f7d4c6	0.010569378
wss.ea6571f7ef98f562fca88347d0eb86ef	0.030520898
wss.ea68a58eb3e3f07776d3c12311fbd927	0.030980139
wss.ea71bfe75e8a881ae1ab2ec17c82c846	0.032032746
wss.ea7ad634d3f3b0d4dd9a67f07d7210f2	0.030779783
wss.ea8b12a44c2b512ed0ab32904feaafb3	0.026730731
wss.ea944f309ec70895c9fff209a296912	0.008594862
wss.ea99fc7937a35d86f1783a44a88d6274	0.016746165
wss.ea9a6fd3b264157761ea9cd36d5a9573	*
wss.ea9abec0575c368c2849c1bb7e14c774	0.035050195
wss.ea9ec4d9db2e06202471e6dd5ac3ef92	0.023477151
wss.eaa8098b84b96511facb3969777cc1cb	7.89e-04
wss.eaa8252976122b9f3321831d2245cf06	*
wss.eaaf64375a190bab527b62db17b4bab7	6.97e-05
wss.eab3dee7e8f695791a6c98bf0a8e0e3c	*
wss.eabea01e420a96a3c55b18f95951c1e1	0.01478499
wss.eabeb0be9a8f13f0450b643c5e3aa18a	0.017693918
wss.eac2674603010ed2badbb6f45445bb76	0.003290755
wss.eacbc5e1d9fdf6a69266a3113b3a7591	*
wss.ead04620c411e80e6c3c5100db3288c	0.046690672
wss.ead38bd1b1888d528e35db9103756ad5	*
wss.ead4f85f3f76e91b651b30b5e1a16501	0.060066899
wss.eae0ad4338f22f3f7c8489092272d18	0.09083168
wss.eae9b73011d43a8472547df788ccb748	0.006021897
wss.eaf341c056c79bec1a2c782fdbf60db6	0.025692385
wss.eaf49d7cf3ab0a3c698e9a361ba951dc	*
wss.eafbbfa3851d92cbd291861d5bc3e7c8	0.029278899
wss.eb0a22178a2c9c2c21cdf5ccf8658be4	9.19e-04
wss.eb0d19ccdeb98cff88e7662971dc736f	4.13e-05
wss.eb19e90721e73939ccc42a21e739130c	*
wss.eb2545337b85fb987695b38431695f3	0.023708421
wss.eb2675018abfe139cc749dbc8c455b3f	0.052673202
wss.eb2b3a6a94e3909629be76ec9df7d468	0.02551349
wss.eb31bacf7c9f61c02dd0279ff7152740	*
wss.eb33a8811838f3bda8bdcd86da7596d5	*
wss.eb33c30c104e297c98d5fc0473d00a1c	0.029377991
wss.eb3548694eedf6cdff643b6971c915c2	0.049121143
wss.eb359987a6dff4da7d2ef26a94af0656	0.023101152
wss.eb3cfdcbf46b3d961b880569f05006d8	0.02509706
wss.eb3d1adbca9367cc66123e198876a388	*
wss.eb40ff52dfb833aac7adaa4d9ec4f2ea	0.003444282
wss.eb42218d2a584af6259592a4a580c1e4	0.115013496
wss.eb45ea92bddf708742e1bb4fe264125f	0.004307394
wss.eb572820ef16a7bf389e94c9d197b196	0.022705369
wss.eb5b11f0820f73acc5d9967b65588a28	0.056216211
wss.eb5d6ed288643cbfd32178fa1efd71d2	0.061756723
wss.eb6646d3590c467f1cf3fe6240494178	9.56e-04
wss.eb74c7d047809a8c859e01b847403b9e	0.019676656
wss.eb754e333dea8ad81b59305ad07abc8b	0.027522381
wss.eb7b49653d4557c66d129d3e68c37a83	0.00600774
wss.eb8d2e7e18906c7f25ebd1cd0b422e32	*
wss.eb8e2c35031faac2571c12aa0e9e64f9	*
wss.eb8ebce9a79fa3328bd6f79afa3d7257	0.03594795
wss.eb98fd5f3536e21762b4217d4b905122	*
wss.eb9a67a770d9a4b151b7898ca183dc1	0.022592725
wss.eb9aa40ada812b993f217b945a063dd2	*
wss.eb9de225b5d502c1278fe505f40d50be	9.80e-05
wss.eba2365565d2792e63871856fdf7585e	0.001682723
wss.ebad62ca1554613e3ea96ac97db63fa8	0.020137719
wss.ebb3555c3b4a950279a0850c41875f3c	0.018100892
wss.ebb7e54b68ffcf2c3ee5ff7ba8322f9f	0.002201614
wss.ebc2c06fae1a9064f25b2f81f34470be	6.42e-05
wss.ebc58f32bc3f3e1428173bd8da0a37d7	0.029068915
wss.ebcb6ca3efdc1e4b80dbca6e7b64a4bc	0.019898143
wss.ebcd260e26d497d835836c728d324152	0.028209311
wss.ebcd6d6c36a7193a952c493f36a7be8	0.073867497
wss.ebd183cd1d075dd3bed06f4e613c0aec	0.023830668
wss.ebdcd5f64e44ce0cb2a965e75be701c	0.017260125
wss.ebdf9d7866afc1ccb581cc9c4410f841	*
wss.ebe03a4f682975d5d8d7931a1991df3d	0.067170198
wss.ebe3342e24a84dcc53250612ca93852	0.016668289
wss.ebe5e14f4975e9029174750cc2a009c3	0.060084024
wss.ebeded60d08642e3855931d119219022	0.045952774
wss.ebf1982ccb77cf7d4c37b9ce3a3de242	0.032968617
wss.ebffa2991ac417d5b8183a4a81361b94	0.031195094
wss.ec0820b0232788aedc0970d34db41136	0.011458164
wss.ec0b0762f86fec75ea5c8893f2a203a5	0.036067551
wss.ec0b53bf11c95d6ff5cb195400005fbd	0.001571006
wss.ec11c0a5fe874c5b67e07cf04e628b2b	1.59e-04
wss.ec1200c9624bc57beccddf4e77f6df9e	0.042461662
wss.ec168629d03637bbbda5c22972fd72db	2.77e-05
wss.ec1dc45af35796b1ac7137f476ddd654	*
wss.ec244a83efa33ade5de8906ec8ed343a	*
wss.ec26ff8e5bcd25a25dfd2d7998768282	0.003303403
wss.ec28a64bdf9501161bfbba8a5defb02	9.93e-05
wss.ec2a612ea51a21ec2c1cc9cc0de091d6	0.003190779
wss.ec318e4ebf8ef05a670b3909d9d1490c	*
wss.ec335b434f937df7613e69f668e61b4f	*
wss.ec3c34efcf1c96c690cffc6a2dbfad97	*
wss.ec3d05b9fa71e72d5d2f668443e69cd	*
wss.ec3e0694850f1a923b7cda02ebfc1f62	2.32e-05
wss.ec42773c595dc08e4d678187b8261d95	0.004701838
wss.ec44be63bfb0e7b4ede79329bd3ebf46	0.004070938
wss.ec5553fc57330bcbcc114fe581b5852	0.033167467
wss.ec587f7879575de529cc3e5ff518065b	0.023287448
wss.ec5ab801f29db1f5ebeb8f91be624923	0.029018683
wss.ec5fa8318c8816bf507c7db13ddf387	0.02343285
wss.ec63a7f2acb9d13035836c728d324152	0.029630458
wss.ec6466a04e8e9a88a42a73215d97248	*
wss.ec662916b6b66d7ad0772456626ea48c	0.06986653
wss.ec68e1edbb7e9bc7e93cebb6ba9ca43e	0.015719148
wss.ec69358a877cb1e79f1373b9b8fe4336	*
wss.ec69837e563977229eb4eaa64d07ecee	0.023827743
wss.ec6e09bca187c688a4166ee2938aa8ff	0.015224576
wss.ec6f37b5bb4ec4fe90cfcd62331f983	0.016165816
wss.ec742ff34906e5e890234001fde0a408	0.031335466
wss.ec782fd2f4825158f24dd57a3f1f3b51	0.029502375
wss.ec78b0077513564ea3447f25dbb5aa50	0.001989649
wss.ec84cf3a6c608c74c863fbadc2cb298b	0.024715703
wss.ec8862892eb0a2d3f29d5ee6f0286998	2.96e-04
wss.ec9539a4823d2b5c7040d153154ff37c	*
wss.ec9cedd58ca1fea64676c0e31c2f62ee	0.002037085
wss.ec9d203d934686fe1ca70d5205a82b	3.11e-04
wss.ec9d241cddcdb149f5a6ec2a96a47435	0.011325854
wss.ec9d8a450d5d30935951e132a7bb8604	0.008498637
wss.ec9e5a6f78bb1e17bb4689325a9137f5	*
wss.eca6c69b573d7eb8f62bc0941a1969b4	*
wss.eca8612dc1cc153c4df5aaa9df719285	*
wss.eca887a664e8965026da26adf4c8df7	7.46e-04
wss.ecb0c4cbc28320dc5ccd4f99ed6d85e3	0.015218231
wss.ecb6b0ad795ccd0855670fea1bb63e39	*
wss.ecb86f63e92e346a25c70fb1df3f879b	0.002573784
wss.ecbdb9fb01ce4839391e4d6c585a697a	0.042880125
wss.ecc690acf674c71825ebd1cd0b422e32	*
wss.ecc9a9a8724cf03636daed32b2e13a7f	0.011066618
wss.eccfd74cb0014d474212ff51b27f0221	0.057457379
wss.ecd47be1863e99fb11c05fe00411d40	0.025968715
wss.ece075e7a079eadde9d3b916411b47da	0.022090542
wss.ece452002fc92e14e516690a4e739ad0	0.030199898
wss.ece476ee957a099f5c5fd2c2f381b61	0.003617319
wss.ece6d9a43b9b5d4228ec8331f46ca3f8	0.029047186
wss.ece7f04700c5767a4cbf9a02e3342127	0.027497511
wss.ece86402b73bf2bb717cfc835feabb3	*
wss.ecf192b5e49e1b111191025061735ea3	0.037938584
wss.ecf3f077d30540fe5d5ac0a8c21f0bd4	0.031338204
wss.ecf8628221ef61167acc2a70ac2c0de8	0.017231142
wss.ed0154f270756c2a35836c728d324152	*
wss.ed098e3fcab290cadfaa699b9cc70396	0.041602577
wss.ed09908f11125fb6b1610c1351add50e	2.57e-04
wss.ed0a66d477b1fba5935ae9070e231bd2	*
wss.ed0f8cdf2af37f31cbe09608477dec84	0.015271445
wss.ed109e71614849ecdf34e2c79fa2eb27	0.025942322
wss.ed128c144bc977483e0102e28dd8e71e	0.013459718
wss.ed1b5115f9aedd695c3e27cf684fad1e	0.001029287
wss.ed2199780c478f4cde70d0e66aaa6b2	4.58e-05
wss.ed2592a70e49a283f04a4560b57187d9	0.024276946
wss.ed25fff42d9880dcfe572c9a3e59d718	0.074881677
wss.ed27bf4f15ad49ee200c856a4ef1939f	0.00787715
wss.ed2f6ef6f5983098a5e1d648e7a652a8	0.035571614
wss.ed35ed3a7c8824e5996bace9c8deb982	0.040131795
wss.ed36b9b2fac79d2f241769aba8f307	*
wss.ed385f53a7269d004e863b57c8efef44	0.013218824
wss.ed394e35b999f69edb039d8689a74349	0.013845235
wss.ed45838f0c557b778a0c77569eaa010f	0.028303088
wss.ed4ac116e03ebb8d663191fd557d3a61	0.005999023
wss.ed52d2c2a9c1b606cf9bbc203a5cff99	0.003916256
wss.ed53eee8877daca83f07ca1042ba5dfc	0.025189847
wss.ed5a8f4ecdbe78fa15a34fa27bdf3d03	0.043699196
wss.ed5ae41e9b523037e858db1dc3499392	0.001748207
wss.ed5f123c49704c70d61a9893b9a17693	0.001387415
wss.ed6c4f9b32734415c789678754b18008	0.017704633
wss.ed7140e5613824efeab2bd7322386ffd	*
wss.ed71da3a76f022edc84afcc956efcdd6	0.010502607
wss.ed7863d47091df2391912372ddaeb001	0.027820588
wss.ed7e0817614b1c155e7087f2d9a278a9	0.052990461
wss.ed815573640916d9e0157e5ddd48a7e	0.012992411
wss.ed9225ab8a02b0fd4b349e4b3dd5565e	0.001064868
wss.ed92d9adbe8fb96548a3f580c339c9ec	*
wss.ed962adb28a752239d83b0c6628c5e37	0.030660409
wss.ed97defeafde835f39be57e0a799b447	*
wss.ed9b2b0244556d60985620cba44cf716	0.043439382
wss.ed9c9fac2cf0d5c1832c7e04b07e91d6	*
wss.ed9e64487cb20fe9b52113857fd09a74	*
wss.eda103cda545d90748e8405d6c51a908	0.003442279
wss.eda651202abbb90c94daa4565dd30535	0.024503642
wss.eda881a6ea96da8a46874ce99dea28d5	0.025707398
wss.edac7cf37d1d7a42c79156efeb6d05c4	0.018019482
wss.edb2cd952e9de4788f7e6d5e5ca19193	*
wss.edc2832780df453fcfdf23923984a16f	8.36e-04
wss.edc6b5261b42a9d8cbb5675b0c802f5a	0.0232677
wss.edcbeac5da0b42dd7936acbca381136f	0.014148023
wss.edd30a99a5e0cc77dc65f24011042f1	0.017485288
wss.eddefff6f7f36ac333b5f1127fe70646	0.026409586
wss.ede6860947087bf513f520bfb5d78ae6	0.014651467
wss.edebe12abd973d22c2fbfa4bf3252b56	0.028676823
wss.eded10bf44a2571a911cff0cb398f845	*
wss.ee0321eccd81331d3916324d7dda2b20	0.034685041
wss.ee059fc28f23b8234cde0c4922f7cbaf	0.03101351
wss.ee0653d46effbe279041477a84c33d16	0.042293834
wss.ee077280e4f7c4a5ca554b08dbb3ef2	0.021378441
wss.ee0849c65b2581347a6a66ebbccb22a	*
wss.ee185c2b17315e9860f7a7a33047e95	*
wss.ee23ea0539b2f7c31d9de88c1cabaeb7	0.031099396
wss.ee26f434cdbf222df3a1b0d597ce76e	*
wss.ee2d5f709c871a4c9ca269e670a95743	*
wss.ee2ea7d9f26f57886580dafdf181b2d7	0.027318995
wss.ee340b034f01d42514513156cf2b8d0d	0.03848874
wss.ee363b0c8f7a1e6bd5280ad5c23987e9	0.026895945
wss.ee36bdc21ebd1b1e0d20e361e356e90	0.003792604
wss.ee3b373aee74624ef228e31b813ebbce	0.079360269
wss.ee42842cfe349e8379849592b85c18	0.001039899
wss.ee44778d76700a47647542bf39a7afeb	0.062225162
wss.ee4a8aae221bd0bda72093f9b5aa73	8.36e-04
wss.ee4af4da4c077bf5ebeb8f91be624923	0.034970418
wss.ee4e9fe62d6df973244473c1916c01a3	0.030198327
wss.ee4ec19df3a6b81317fd40ad196436c	0.024743942
wss.ee50885e199d096732142e1d48d690a7	*
wss.ee53c928afaa339253250612ca93852	0.01820787
wss.ee5f19266a3ed535a6491c91cd8d7770	0.022421308
wss.ee604a10db49f8151532ffeeb360da1	3.45e-04
wss.ee62b8315eacccc7c1dbab1d1ee81853	*
wss.ee642ce4112cda8c229ab176c921b2b7	0.028292273
wss.ee67bded88d8ec4659554e7f795a10fa	0.029151551
wss.ee7049259da1bcbbfaf46ebe96d4859c	0.017936077
wss.ee7ef8b40cc2c90d6b7170bfc4da1f8	0.04034969
wss.ee8c6bdd41cb2f04c56f78d9daf213b	0.017598079
wss.ee8d4b0f46dd53849c87caebfdf6171e	0.030715681
wss.ee9136090b140ace3f7a74e12a274ef	0.001110473
wss.ee9413ad4188449e2805f095cfc77729	0.044411157
wss.ee9b1a4901cdad70ca337a6f44e3c4c2	*
wss.ee9cb649ef64105b62095c48c7bd5960	0.023166401
wss.eeaf791f75fbdf5b3498e05ab043d8c0	0.02470615
wss.eeb68b656a0f55ac32304bd910080c01	0.087322405
wss.eebc68c22c72ee2c63915d3d0e86b8e1	0.028275627
wss.eebed1d6d6a84950f9e8f5c0bd9fa979	*
wss.eec0aa8130c3457e97ca4a14697b59dc	*
wss.eec606568d7534574212ff51b27f0221	0.018879762
wss.eec7f9256d78d41ac5e10683f58486dc	0.056923608
wss.eecf97919cea666e67903707764646db	0.013766871
wss.eed04d9afdc77fa7d1ca7d901a14ac37	*
wss.eed19d2be4bce1b15369d9faf0e54402	0.027714858
wss.eed2fa156d662c79b26e384cea2f274e	0.022735625
wss.eed6ff95d6d8e9dc3321831d2245cf06	*
wss.eed75b804ca9d0961cb94426caef3438	0.020383787
wss.eed8823f3c060f7d1f933ebd223432ce	4.24e-04
wss.eedd27191cafb6752d8564c06b061019	0.012289381
wss.eedf7ed0be5449427795cc6fb87dd247	*
wss.eee8651057dacb532214ff09b39580e9	0.014817258
wss.eeea4812335bf243fb38a63611e4a62	0.027205961
wss.eeed7789684ca4a470f9ed41913e458a	5.43e-05
wss.eeef39917dd113e053624ac0db0f7e5b	0.030000534
wss.eef44075cd1781f1b0a6e87d5d5521b6	0.025170731
wss.eeffd79536a7ab3e597ff152ef65c9c3	0.049234456
wss.ef038ea23a0711bc3a10425a332ca4d8	0.031258521
wss.ef040abe81b466a44d60438d4183228b	0.02849063
wss.ef0eefeefe7b2b2ec19c30aa3956807a	4.30e-04
wss.ef0f771ae6e4b225ca2ef66aa75bc47d	0.02801073
wss.ef108ed48f306268dc2899f75964481	0.002598455
wss.ef1152b1660592d413f0924ccc9628e5	0.033269877
wss.ef13f960f08edac3b91b871e750ca615	0.035778642
wss.ef16485d8a6750e84212ff51b27f0221	0.003428628
wss.ef165f4fb892c227d810b14a81e12eca	0.011602077
wss.ef2bcdeee31e215d2fc64a9331b7788	0.019329439
wss.ef30929c655f83cf78fe949fc1419876	0.040212681
wss.ef388bb1346cfd61503a2b265212b08	0.004194016
wss.ef3ae713b613d2457bda21af5fe5125f	4.72e-04
wss.ef3b459ecb092dc5738e43095496b061	0.03993177
wss.ef3d038046cab5cabeb3159acb187cec	0.360577405
wss.ef3d44f20e91a0b335836c728d324152	0.025581229
wss.ef429c963bd302e12e31522a5fff34b0	0.017808906
wss.ef4477d93024243dafd91e5a00476f65	0.029185932
wss.ef454c8fa095b45bf235a5a36b93e55c	0.028149418
wss.ef45c648fe3b0dde8449e0b8dd14796b	0.028926571
wss.ef4a5d99b58ccb63bec87e3f451c8236	0.008395106
wss.ef5269ba557da598561dce3fe08634b7	0.004652951
wss.ef5893626d5048fd9d749aedd9392d68	0.05908655
wss.ef5942b7b3d3dc7f35836c728d324152	0.046841676
wss.ef5b9b45e004537eed74726b4a1a1cf6	0.024539094
wss.ef5da35ab36a9af280daaf5b0655fb7a	0.028378082
wss.ef631a2ce94fae3ab8966911a5afa22c	6.61e-04
wss.ef65f5e1b80e74b77a72fd39354dc16b	*
wss.ef6762a35438931aec2282dd8bc87a	0.034474274
wss.ef720f831d66f1dfb9e9d2d0e08dd336	0.032725973
wss.ef72310b39244eca6aa35752fcfa44c0	*
wss.ef774c6c551601394ca077594fd7bb84	*
wss.ef7d766c0100c22896b84415a3f1393b	0.037581962
wss.ef8069fb0c4fa45454ea70ce1ed3957e	0.059158211
wss.ef867ace06424121e3bc44bb1006d615	0.046255961
wss.ef8703a6dbda20ca7c579bc7947ba538	*
wss.ef8b12ca72941744d50e0b03bffd8016	0.04702042
wss.efa820f23dd6e7afed6ac3bec68917ef	0.025162833
wss.efae1669eb8cdae2fa2e328741dade59	*
wss.efb047ee54f6a024fd5f00d1c8d5ab1	0.00205315
wss.efb85348d146f7963705e726ac4ae610	*
wss.efc12853b6eed5db76e6d72cfb2ea773	0.02621108
wss.efcee6b6ee140a66d33e82f7631a3a0	*
wss.efcf93bec0fe13ff78ec82dc515c6020	*
wss.efd0a30284addbd75429a46527d69a9a	0.010102087
wss.efd3bd598363228817ab456927834f21	0.042024738
wss.efdb31d98cdf256b6efa42e2d325ad4b	0.027946664
wss.efdd14974e7b093ca7fdc1227f7f3b22	0.030859651
wss.efdfdb552d44891087e003cf983ff53d	0.029216104
wss.efe2bb181502eac1f3c9c1464e55d580	0.026000453
wss.efe326ac3cbc1a977b076baeaedfec9b	0.024219498
wss.efe49ff402ab28426f74453f2a3da519	0.025575609
wss.efe6252412bac8c5d2096b2fa6f98cc7	*
wss.efeec48a72e256dba058d104879948f8	*
wss.eff1f61f1b61d8ea1edc390ac83e1ea	*
wss.effdc659515ff747eb2c6725049f8f	0.026962871
wss.f006ed79465eb37a85c5f690e9252fc5	0.032150772
wss.f013eb726f09c220e257977de03eb2a0	0.006117167
wss.f015b021f1dc0b5b828f05f89140e4ff	0.003846906
wss.f017544fe5b334df1ab186a8b7e8a26a	0.021055308
wss.f01821fb48425e3a493a4a2a112261d3	0.033649249
wss.f01872cde4d81403504721639e19f609	0.02038778
wss.f01b78fb91692b3fd97de2831c42267f	0.027772361
wss.f01ffbcf8447407617bbecc09ebd067	0.033067242
wss.f027c7713b3c6d07a9562e3acade4536	*
wss.f0282813efce4eb2b161f36d4e309050	0.029925007
wss.f02a9ef9ca548a801d7a0df15539a03c	0.016710195
wss.f02b827d757fcff25692a9640d6947fc	*
wss.f02c9521301862672bf47341dbd96eb	0.02611217
wss.f02fee62f667246af1783a44a88d6274	0.009666221
wss.f032843ecde2731264f9f3e91e97369b	0.028159323
wss.f03b467a773d84bfa70518e25ed617a7	0.003070765
wss.f0478ebaf78cf805749b5e5d3d88edcd	0.09240456
wss.f04a869d77196fd84465423f9447321	*
wss.f04a8c4946e7941ad0d7efee165f0a98	*
wss.f04fb00c712588d62f134420f7b0d7e6	0.040963526
wss.f05176dc7d0ff4eb2ee0f9a97b71d505	0.014214139
wss.f059b6069a21f14e4e8f1d5d9ffdefa	0.004404226
wss.f062d667e999d8bed810b14a81e12eca	*
wss.f06420355fc77e82a1516d7c0c999c21	0.008933215
wss.f065a55af99c1fb6ebbef56ea25e4b3	0.029843041
wss.f069b869bd184ebea847dfab5eb87df1	0.041130516
wss.f069eec44d39e46a5f9ec87676e0672	0.089399887
wss.f06ee0d7e6f5054b8c72282408cb3c71	*
wss.f06fa5d9d050f45b219602fc7fb31076	0.019879762
wss.f080807207cc4859b2403dba7fd079eb	0.024923546
wss.f083f6f7e9770fb7b161f36d4e309050	0.025544837
wss.f08727d68bda113a4c84d73497cdb9ea	0.028087666
wss.f08b945867214bbd740f2d4b27b1bf27	0.019592085
wss.f08f5be89e869b2844a9cf6f64b9dee	*
wss.f092731f2f62c5f922d3f170937c6a0b	0.010724218
wss.f094521e8579917eea65c47b660136e7	0.026366417
wss.f09a3e98938bc1a990e678878ceea8a4	0.026116625
wss.f09d68eb78b60908b8183a4a81361b94	0.021530082
wss.f0a02b63e1c84a3fbf7df791578d3fb5	0.025334618
wss.f0a1e9e6ad4b47b60a634b9aafd6dbd	0.046478161
wss.f0a929bcfb25854a41dc5eccb38956c	0.01209199
wss.f0b3e6f5bd34ca3cf0c6f578f0594c3	0.001228406
wss.f0b4f696e91f59af18b14db3b83de9ff	0.001357444
wss.f0b6bf1a583cd99169d13a7b2498cca9	0.014077568
wss.f0b9b5c45838153932a526e2e9a7e9ae	0.05385496
wss.f0c72181b378e74fe378cd9d51dc5be0	0.00202534
wss.f0cd932066b08ba5961b70a6f96df2a4	0.030546233
wss.f0ce3fe65d806386bf56ed6bb1a25fc	*
wss.f0daa96d0eb986adcf729faf809733b6	0.018738982
wss.f0e5ec2c2b1a202c9e5d32eddde839e3	0.022189279
wss.f0ebd503588162c61339d324c8b8446c	0.019375198
wss.f0f42d26c4a0be52a53016a50348cce3	0.014782004
wss.f0f4ca54e47196d052fe235c4b978954	5.66e-04
wss.f0f6608ccae163e13a3d343dddea18ee	*
wss.f0f6b79c748c9598ae1c1abea367249	0.018033011
wss.f0f7090477ae3411cec8a10ad1c084eb	0.021477894
wss.f0f89ca1fe9950f8b26a5d88c8b02ed9	0.043250598
wss.f0fc5b506013f5921b59305ad07abc8b	0.020031241
wss.f0fce14f8394ae7c118ddfdb81cc6068	0.034348957
wss.f102eee021c904eaa09e5a1a20aee2ca	0.001774385
wss.f106117bcfcf23911233445490bc90d1	0.027381001
wss.f1108ab36ce63f2fe3bc44bb1006d615	0.016944803
wss.f11f125531dc20987ff6ace05b36a5	0.028182365
wss.f1261569c6313033fe395915d44df772	0.014389972
wss.f1267c8d8cbaf4765a6ec2361631ee83	0.002665823
wss.f1278c3c906e0d98f01f5c314e2647da	0.0133316
wss.f129e7373a5753876fb0d42b1fe32b81	*
wss.f13269cf1c50893d2ea98d69e91ba870	0.05598081
wss.f133f79d62037386b38af02549ba2ed4	0.071560876
wss.f134eb7fd53426eaccb72ebcd682785d	0.039684005
wss.f13cd463079ccc3071fed78a5e58c3d1	0.016209733
wss.f143074943211e20e1d5ec78722bbf7e	0.001009102
wss.f144cda19f9457fef9b7ca92584b5271	0.004118517
wss.f144dee3502701d03b276da9ad7698c3	9.72e-04
wss.f14bdab1e3de81b7be36894b151eda76	0.032956603
wss.f14d5177892763576d4141a2a3994e3e	0.097005302
wss.f151b5b32400054bebe0518a81e2c5c8	9.49e-04
wss.f152788241e53ae4fbf9a6e26a07afcd	0.03867501
wss.f1558b9324187ad5ee9f6e6cbbdc436f	0.003172978
wss.f15cfcb5615361c22cba66dc6aeabcd4	0.021381811
wss.f168cb95bee9962f171dcfaba5dcf7df	0.019426251
